Unnamed: 0,realSum,room_type,room_private,person_capacity,host_is_superhost,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index_norm,rest_index_norm
1067,116.16763667811982,Entire home/apt,False,4.0,False,10.0,97.0,1,4.11514069442268,0.9215422935666048,4.224181753567305,2.1108177590991577
1068,319.75317298927143,Entire home/apt,False,6.0,True,10.0,98.0,1,4.869188511794215,0.3889605733695507,4.190608933540766,1.8051840008465656
1069,231.86779795713247,Entire home/apt,False,2.0,True,10.0,100.0,1,3.15167005166025,0.8859724740762438,6.971101354781488,3.1838320389886827
1070,196.1059299254377,Entire home/apt,False,4.0,False,8.0,77.0,1,3.998242887663172,1.1384129079538328,5.337197102264784,2.297737398151618
1071,267.8634036883809,Entire home/apt,False,6.0,False,6.0,72.0,1,3.825350272158605,1.049178963987545,5.536493974087713,2.4035904477095213
1072,267.8634036883809,Entire home/apt,False,6.0,False,5.0,60.0,1,4.3689466145772125,0.8724623144181405,4.806643035784732,2.0705982749891194
1073,280.4852394642732,Entire home/apt,False,6.0,False,8.0,86.0,1,3.0819832248491967,0.4920425247430524,5.753051209818655,2.9105161880272434
1074,171.79720917186734,Entire home/apt,False,2.0,False,9.0,90.0,1,3.23060870496678,0.6411837451872158,5.525316524529662,2.7703720166670296
1075,196.1059299254377,Entire home/apt,False,4.0,False,9.0,91.0,1,3.5587028380240877,0.9076966507741469,6.323006154637148,2.8260239215938467
1076,182.081667952224,Entire home/apt,False,4.0,False,9.0,87.0,1,3.4616583241928547,0.8146310250023785,6.502931514396555,2.922633338504403
1077,189.09379893883084,Entire home/apt,False,4.0,False,7.0,73.0,1,7.815972608686679,2.1480009526394523,4.121644774961295,1.2570435003834983
1078,182.081667952224,Entire home/apt,False,4.0,False,8.0,76.0,1,7.725443272377715,1.972223952824972,4.253857772691156,1.299249125591151
1079,171.79720917186734,Entire home/apt,False,4.0,False,7.0,71.0,1,4.00864344342344,0.8001694370872479,5.23396195498425,2.2684119301293397
